"y(x), created by Plot Digitizer, 2.6.9"
"Date: 4/28/23, 11:44:55 AM"


14
x,y
10.0276,0.00133080,
10,0.0199620,
30.5674,0.00399240,
30.5674,-0.0119772,
103.168,0.137072,
103.453,0.191635,
315.359,0.722624,
314.492,0.699335,
1070.24,0.925570,
1073.19,0.947529,
3253.50,1.21901,
3262.46,1.26160,
11041.5,1.00941,
11041.5,1.04401,
