"y(x), created by Plot Digitizer, 2.6.9"
"Date: 4/28/23, 11:46:49 AM"


7
x,y
10,0,
30.7361,0.932445,
104.310,24.6432,
317.099,78.9914,
1070.24,101.104,
3271.46,139.467,
11041.5,98.5728,
