"y(x), created by Plot Digitizer, 2.6.9"
"Date: 4/28/23, 11:36:24 AM"


14
x,y
-873.159,-21.4163,
-838.813,-21.4313,
-837.906,-23.0882,
-836.832,-22.5930,
-835.551,-22.2805,
-834.593,-22.1244,
-833.745,-22.1378,
-832.890,-21.9034,
-831.296,-21.7606,
-829.066,-21.6312,
-824.505,-21.5288,
-819.097,-21.4920,
-801.924,-21.4734,
-658.709,-21.5096,
