"Y(X), created by Plot Digitizer, 2.6.9"
"Date: 4/28/23, 3:29:19 PM"


12
X,Y
1.00089,1.01184,
1.99644,0.985555,
2.99608,1.08607,
3.98738,0.977900,
4.99210,0.929608,
5.99186,0.994901,
6.99214,0.919313,
7.99200,0.957310,
9.00119,0.928390,
9.98773,0.880977,
10.9918,1.01231,
11.9916,1.06968,
