"Y(X), created by Plot Digitizer, 2.6.9"
"Date: 4/28/23, 3:27:06 PM"


12
X,Y
1.00100,0.981017,
1.99634,1.01285,
2.99608,1.08519,
3.99635,1.01224,
5.01002,1.00269,
6.00072,1.05830,
6.99582,1.15881,
8.00034,1.16599,
9.00024,1.19342,
10.0003,1.17507,
10.9953,1.30640,
11.9951,1.35672,
